ID,Name,Description,BIPA
BIPA_dzj_u0064u0325u007Au0325u02B2,d̥z̥ʲ,palatalized devoiced voiced alveolar sibilant affricate consonant,dz̥ʲ
BIPA_t_u0288u031F,ʈ̟,advanced voiceless retroflex stop consonant,ʈ̟
BIPA_ntr_u006Eu0074u027E,ntɾ,pre-nasalized with-trilled-release voiceless alveolar stop consonant,ⁿtʳ
BIPA__u0295u031D,ʕ̝,raised voiced pharyngeal fricative consonant,ʕ̝
BIPA__u02E9u02E7,˩˧,rising from-low to-mid tone,¹³
BIPA_ia_u026Au0061,ɪa,from unrounded near-close near-front to unrounded open front diphthong,ɪa
BIPA_mpf_u006Du0070u0066u02BC,mpfʼ,from voiced bilabial nasal to voiceless labio-dental ejective affricate cluster,mpfʼ
BIPA_tshw_u0074u0283u02B0u02B7,tʃʰʷ,labialized aspirated voiceless post-alveolar sibilant affricate consonant,tʃʷʰ
BIPA_hw_u0266u02B7,ɦʷ,labialized voiced glottal fricative consonant,ɦʷ
BIPA_sj_u0283u02D0u02B2,ʃːʲ,palatalized long voiceless post-alveolar sibilant fricative consonant,ʃʲː
UNK_w_u0077u0259,wə,,
BIPA_ts_u0074u0073u033B,ts̻,voiceless laminal alveolar sibilant affricate consonant,ts̻
BIPA_kh_u006Bu01C0u02B0,kǀʰ,aspirated voiceless dental click consonant,ǀʰ
BIPA_ea_u025Bu0061,ɛa,from unrounded open-mid front to unrounded open front diphthong,ɛa
BIPA_k_u006Bu0319,k̙,voiceless retracted-tongue-root velar stop consonant,k̙
BIPA_ts_u0074u0073,ts,voiceless alveolar sibilant affricate consonant,ts
BIPA_ts_u0074u0283,tʃ,voiceless post-alveolar sibilant affricate consonant,tʃ
BIPA_aw_u0252u026F,ɒɯ,from rounded open back to unrounded close back diphthong,ɒɯ
BIPA_o_u0254u0306,ɔ̆,ultra-short rounded open-mid back vowel,ɔ̆
BIPA_ae_u00E6u0303,æ̃,nasalized unrounded near-open front vowel,æ̃
BIPA_n_u006Eu033A,n̺,voiced apical alveolar nasal consonant,n̺
BIPA_t_u0288,ʈ,voiceless retroflex stop consonant,ʈ
BIPA_ui_u0264u0324u0069u0324,ɤ̤i̤,from breathy unrounded close-mid back to breathy unrounded close front diphthong,ɤ̤i̤
BIPA_u_u028Au0259,ʊə,from rounded near-close near-back to unrounded mid central diphthong,ʊə
BIPA_ie_u0069u025Bu0303,iɛ̃,from unrounded close front to nasalized unrounded open-mid front diphthong,iɛ̃
BIPA_qkh_u0071u03C7u02D0,qχː,long voiceless uvular affricate consonant,qχː
BIPA_gw_u0067u030Au02B7,g̊ʷ,labialized devoiced voiced velar stop consonant,g̥ʷ
UNK_iw_u0069u0077,iw,,
BIPA_r_u027A,ɺ,voiced alveolar lateral tap consonant,ɺ
BIPA_nz_u0272u0292,ɲʒ,pre-nasalized voiced post-alveolar sibilant fricative consonant,ⁿʒ
BIPA_aei_u00E6u02D0u0069,æːi,from long unrounded near-open front to unrounded close front diphthong,æːi
BIPA_tsw_u0074u032Au0073u032Au02B7,t̪s̪ʷ,labialized voiceless dental sibilant affricate consonant,ts̪ʷ
BIPA_dzh_u0064u007Au02B1,dzʱ,breathy voiced alveolar sibilant affricate consonant,dzʱ
BIPA_kh_u006Bu01C1u0353u02B0,kǁ͓ʰ,with-friction aspirated voiceless lateral click consonant,ǁʰ͓
UNK_aw_u0061u0077,aw,,
BIPA_i_u0268,ɨ,unrounded close central vowel,ɨ
UNK_weu_u0077u0065u0075u032F,weu̯,,
BIPA_ui_u0075u026A,uɪ,from rounded close back to unrounded near-close near-front diphthong,uɪ
BIPA_sw_u0283u02D0u02B7,ʃːʷ,labialized long voiceless post-alveolar sibilant fricative consonant,ʃʷː
BIPA_ng_u006Eu0261,nɡ,pre-nasalized voiced velar stop consonant,ⁿg
BIPA_nts_u0273u0288u0282,ɳʈʂ,pre-nasalized voiceless retroflex sibilant affricate consonant,ⁿʈʂ
BIPA_rg_u027Fu02E0,ɿˠ,velarized unrounded close with-friction back vowel,ɿˠ
BIPA_l_u02C0u006Cu032Au0325,ˀl̪̥,pre-glottalized devoiced voiced dental lateral approximant consonant,ˀl̪̥
BIPA_i_u0069u031C,i̜,less-rounded unrounded close front vowel,i̜
BIPA_o_u0254u031Fu031Cu0330,ɔ̟̜̰,advanced less-rounded creaky rounded open-mid back vowel,ɔ̜̰̟
BIPA_tn_u0074u032Au006Eu032A,t̪n̪,with-nasal-release voiceless dental stop consonant,t̪ⁿ
BIPA__u02E5u02E6,˥˦,falling from-high to-mid-high tone,⁵⁴
BIPA_wg_u0077u02E0,wˠ,velarized voiced labio-velar approximant consonant,wˠ
BIPA_wi_u026Fu0069,ɯi,from unrounded close back to unrounded close front diphthong,ɯi
BIPA_k_u006Bu02BCu02D0,kʼː,long voiceless velar ejective stop consonant,k’ː
BIPA_zj_u0292u02D0u02B2,ʒːʲ,palatalized long voiced post-alveolar sibilant fricative consonant,ʒʲː
BIPA_ai_u0061u0324u0069u0324,a̤i̤,from breathy unrounded open front to breathy unrounded close front diphthong,a̤i̤
BIPA_lzj_u026Eu032Au02B2,ɮ̪ʲ,palatalized voiced dental lateral fricative consonant,ɮ̪ʲ
BIPA_m_u006D,m,voiced bilabial nasal consonant,m
BIPA_rh_u027Du02B1,ɽʱ,breathy voiced retroflex tap consonant,ɽʱ
BIPA_eg_u025Bu0319u02E0,ɛ̙ˠ,velarized retracted-tongue-root unrounded open-mid front vowel,ɛ̙ˠ
BIPA_b_u0062u003A,b:,long voiced bilabial stop consonant,bː
BIPA_eu_u0065u0075u032F,eu̯,from unrounded close-mid front to non-syllabic rounded close back diphthong,eu̯
BIPA_nj_u006Eu0320u02B2,n̠ʲ,retracted palatalized voiced alveolar nasal consonant,n̠ʲ
BIPA_ntw_u006Eu0074u02B7,ntʷ,pre-nasalized labialized voiceless alveolar stop consonant,ⁿtʷ
BIPA_gh_u0067u02B1,gʱ,breathy voiced velar stop consonant,gʱ
BIPA_khwj_u006Bu02B0u02B7u02B2,kʰʷʲ,palatalized labialized aspirated voiceless velar stop consonant,kʲʷʰ
BIPA_l_u006Cu02BCu02D0,lʼː,long voiced alveolar ejective lateral approximant consonant,l’ː
BIPA_aei_u00E6u02D0u026A,æːɪ,from long unrounded near-open front to unrounded near-close near-front diphthong,æːɪ
BIPA_nw_u006Eu032Au02B7,n̪ʷ,labialized voiced dental nasal consonant,n̪ʷ
BIPA_hkh_u02B0u006Bu02B0,ʰkʰ,pre-aspirated aspirated voiceless velar stop consonant,ʰkʰ
BIPA_tsj_u02A7u02B2,ʧʲ,palatalized voiceless post-alveolar sibilant affricate consonant,tʃʲ
BIPA_n_u0272u030A,ɲ̊,devoiced voiced palatal nasal consonant,ɲ̊
BIPA_o_u0254u031Cu0303u02D0,ɔ̜̃ː,long less-rounded nasalized rounded open-mid back vowel,ɔ̜̃ː
BIPA_e_u025Cu0303,ɜ̃,nasalized unrounded open-mid central vowel,ɜ̃
BIPA__u02E8u02E7,˨˧,rising from-mid-low to-mid tone,²³
BIPA_i_u0129u02D0,ĩː,long nasalized unrounded close front vowel,ĩː
BIPA_a_u0061u003A,a:,long unrounded open front vowel,aː
UNK_gw_u0260u0325u0077,ɠ̥w,,
BIPA_d_u0064u032Au02E4,d̪ˤ,pharyngealized voiced dental stop consonant,d̪ˤ
BIPA_ndz_u006Eu0320u0329u0064u0320u0292,n̠̩d̠ʒ,pre-nasalized voiced post-alveolar affricate consonant,ⁿdʒ
BIPA_e_u0258u0320,ɘ̠,retracted unrounded close-mid central vowel,ɘ̠
BIPA_ns_u006Eu0320u0283,n̠ʃ,pre-nasalized voiceless post-alveolar sibilant fricative consonant,ⁿʃ
BIPA_tj_u0074u0320u02B2,t̠ʲ,palatalized voiceless post-alveolar stop consonant,t̠ʲ
BIPA_b_u03B2u031E,β̞,voiced bilabial approximant consonant,β̞
BIPA__u02E6u02E5,˦˥,rising from-mid-high to-high tone,⁴⁵
BIPA_ngj_u014Bu02B2,ŋʲ,palatalized voiced velar nasal consonant,ŋʲ
BIPA_ua_u0075u0250,uɐ,from rounded close back to unrounded near-open central diphthong,uɐ
BIPA_v_u028Bu02D0,ʋː,long voiced labio-dental approximant consonant,ʋː
BIPA_s_u0282,ʂ,voiceless retroflex sibilant fricative consonant,ʂ
BIPA_iu_u0069u032Fu0075,i̯u,from non-syllabic unrounded close front to rounded close back diphthong,i̯u
BIPA_r_u0281,ʁ,voiced uvular fricative consonant,ʁ
BIPA_d_u0064u0320,d̠,voiced post-alveolar stop consonant,d̠
BIPA_n_u0272u033B,ɲ̻,voiced laminal palatal nasal consonant,ɲ̻
BIPA_oy_u0254u028F,ɔʏ,from rounded open-mid back to rounded near-close near-front diphthong,ɔʏ
BIPA_h_u029C,ʜ,voiceless epiglottal fricative consonant,ʜ
BIPA_a_u0061u031Fu02D0,a̟ː,long advanced unrounded open front vowel,a̟ː
BIPA_tl_u0074u032Au026Cu032Au02BCu02D0,t̪ɬ̪ʼː,long voiceless dental ejective lateral affricate consonant,tɬ̪’ː
BIPA_ei_u025Bu0324u0069u0324,ɛ̤i̤,from breathy unrounded open-mid front to breathy unrounded close front diphthong,ɛ̤i̤
BIPA_g_u0262u02E4,ɢˤ,pharyngealized voiced uvular stop consonant,ɢˤ
BIPA_i_u026Au031E,ɪ̞,lowered unrounded near-close near-front vowel,ɪ̞
BIPA_gw_u0067u02B7,gʷ,labialized voiced velar stop consonant,gʷ
BIPA_hwsh_u02B0u02B7u0282u02B0,ʰʷʂʰ,pre-labialized aspirated voiceless retroflex sibilant fricative consonant,ʷʂʰ
UNK_ww_u028Du0077,ʍw,,
BIPA_ts_u0074u032Au0073u032Au02BCu02D0,t̪s̪ʼː,long voiceless dental ejective sibilant affricate consonant,ts̪’ː
BIPA_ndzw_u006Eu0064u007Au02B7,ndzʷ,pre-nasalized labialized voiced alveolar sibilant affricate consonant,ⁿdzʷ
BIPA_tl_u0074u032Au026Cu032Au02BC,t̪ɬ̪ʼ,voiceless dental ejective lateral affricate consonant,tɬ̪ʼ
BIPA__u02E6u02E8u02E6,˦˨˦,contour from-mid-high via-mid-low to-mid-high tone,⁴²⁴
BIPA_ngj_u014Bu02B2u02D0,ŋʲː,palatalized long voiced velar nasal consonant,ŋʲː
BIPA_qwj_u0071u02B7u02B2,qʷʲ,palatalized labialized voiceless uvular stop consonant,qʲʷ
BIPA_k_u006Bu01C0u02BC,kǀʼ,voiceless dental ejective click consonant,ǀ’
BIPA_i_u0069u02D0,iː,long unrounded close front vowel,iː
BIPA_ir_u0069u02DE,i˞,rhotacized unrounded close front vowel,i˞
BIPA_kh_u006Bu01C0u02B0u02BC,kǀʰʼ,aspirated voiceless dental ejective click consonant,ǀ’ʰ
BIPA_u_u028Au02E4,ʊˤ,pharyngealized rounded near-close near-back vowel,ʊˤ
BIPA_o_u0254u031C,ɔ̜,less-rounded rounded open-mid back vowel,ɔ̜
BIPA_v_u028Bu0329,ʋ̩,syllabic voiced labio-dental approximant consonant,ʋ̩
BIPA_ae_u00E6u0324u02D0,æ̤ː,long breathy unrounded near-open front vowel,æ̤ː
BIPA_g_u0261u0324u01C1,ɡ̤ǁ,breathy voiced lateral click consonant,gǁʱ
BIPA_ts_u0074u0283u033A,tʃ̺,voiceless apical post-alveolar sibilant affricate consonant,tʃ̺
BIPA_bh_u0062u0266,bɦ,breathy voiced bilabial stop consonant,bʱ
BIPA_tsw_u0074u032Au0073u032Au02B7u02D0,t̪s̪ʷː,labialized long voiceless dental sibilant affricate consonant,ts̪ʷː
BIPA_jw_u025Fu02B7,ɟʷ,labialized voiced palatal stop consonant,ɟʷ
BIPA_p_u0070u033C,p̼,voiceless linguolabial stop consonant,t̼
UNK_l_u006CuF1C8,l,,
BIPA_ai_u0061u02D0u012D,aːĭ,from long unrounded open front to ultra-short unrounded close front diphthong,aːĭ
BIPA_r_u027Bu031F,ɻ̟,advanced voiced retroflex approximant consonant,ɻ̟
UNK_r_u002Au0052,*R,,
BIPA_y_u1EF9,ỹ,nasalized rounded close front vowel,ỹ
BIPA_w_u0077u031C,w̜,syllabic voiced labio-velar approximant consonant,w̩
BIPA_ui_u0289u0069u032F,ʉi̯,from rounded close central to non-syllabic unrounded close front diphthong,ʉi̯
BIPA_kw_u006Bu02BCu02D0u02B7,kʼːʷ,labialized long voiceless velar ejective stop consonant,k’ʷː
BIPA_n_u0272,ɲ,voiced palatal nasal consonant,ɲ
BIPA_cc_u0063u00E7u02BC,cçʼ,voiceless palatal ejective affricate consonant,cç’
BIPA_w_u0077u02D0,wː,long voiced labio-velar approximant consonant,wː
BIPA__u028Cu0259,ʌə,from unrounded open-mid back to unrounded mid central diphthong,ʌə
BIPA_r_u0072u0303,r̃,nasalized voiced alveolar trill consonant,r̃
BIPA_mph_u006Du0070u02B0,mpʰ,pre-nasalized aspirated voiceless bilabial stop consonant,ⁿpʰ
BIPA_thw_u0074u032Au02B0u02B7,t̪ʰʷ,labialized aspirated voiceless dental stop consonant,t̪ʷʰ
BIPA_r_u027Eu0330,ɾ̰,creaky voiced alveolar tap consonant,ɾ̰
BIPA_p_u0070u02D0,pː,long voiceless bilabial stop consonant,pː
BIPA_dw_u0064u02B7,dʷ,labialized voiced alveolar stop consonant,dʷ
BIPA_k_u006Bu02E4,kˤ,pharyngealized voiceless velar stop consonant,kˤ
BIPA_oe_u006Fu031Eu0065u031E,o̞e̞,from rounded mid back to unrounded mid front diphthong,o̞e̞
BIPA__u025Au02D0,ɚː,long rhotacized unrounded mid central vowel,ə˞ː
BIPA_u_u0075,u,rounded close back vowel,u
BIPA_u_u028Au0319u02D0,ʊ̙ː,long retracted-tongue-root rounded near-close near-back vowel,ʊ̙ː
BIPA_e_u025Eu0320u02D0,ɞ̠ː,long retracted rounded open-mid central vowel,ɞː̠
BIPA_u_u0289u0259,ʉə,from rounded close central to unrounded mid central diphthong,ʉə
BIPA_kh_u03C7u02BC,χʼ,voiceless uvular ejective fricative consonant,χʼ
BIPA_u_u1E75u0303,ṵ̃,nasalized creaky rounded close back vowel,ṵ̃
BIPA_e_u025Bu02D0u0303,ɛː̃,long nasalized unrounded open-mid front vowel,ɛ̃ː
BIPA_ng_u014Bu0330,ŋ̰,creaky voiced velar nasal consonant,ŋ̰
BIPA_c_u0063,c,voiceless palatal stop consonant,c
BIPA_o_u0254u003A,ɔ:,long rounded open-mid back vowel,ɔː
BIPA_xj_u0078u02B2,xʲ,palatalized voiceless velar fricative consonant,xʲ
BIPA_nj_u006Eu032Au02B2,n̪ʲ,palatalized voiced dental nasal consonant,n̪ʲ
BIPA_tsw_u0074u0320u0283u02B7,t̠ʃʷ,labialized voiceless post-alveolar sibilant affricate consonant,tʃʷ
BIPA_tg_u0074u032Au02E0,t̪ˠ,velarized voiceless dental stop consonant,t̪ˠ
BIPA_au_u0250u028A,ɐʊ,from unrounded near-open central to rounded near-close near-back diphthong,ɐʊ
BIPA_w_u0294u0077,ʔw,pre-glottalized voiced labio-velar approximant consonant,ˀw
BIPA_i_u0268u031Eu0303u02D0,ɨ̞̃ː,long lowered nasalized unrounded close central vowel,ɨ̞̃ː
BIPA_iae_u0069u00E6u0303,iæ̃,from unrounded close front to nasalized unrounded near-open front diphthong,iæ̃
UNK_iei_u0069u025Bu0069u032F,iɛi̯,,
BIPA_zg_u0292u02E0,ʒˠ,velarized voiced post-alveolar sibilant fricative consonant,ʒˠ
BIPA_u_u0259u0075,əu,from unrounded mid central to rounded close back diphthong,əu
BIPA_ie_u0069u1EBD,iẽ,from unrounded close front to nasalized unrounded close-mid front diphthong,iẽ
BIPA_dz_u0064u031Fu0292u031F,d̟ʒ̟,advanced voiced post-alveolar sibilant affricate consonant,dʒ̟
BIPA_hqh_u02B0u0071u02B0,ʰqʰ,pre-aspirated aspirated voiceless uvular stop consonant,ʰqʰ
BIPA_nw_u006Eu02B7,nʷ,labialized voiced alveolar nasal consonant,nʷ
BIPA_e_u0065u031E,e̞,unrounded mid front vowel,e̞
BIPA_gg_u0261u0263,ɡɣ,voiced velar affricate consonant,gɣ
BIPA_n_u0273u031F,ɳ̟,advanced voiced retroflex nasal consonant,ɳ̟
BIPA_ei_u1E1Bu026Au0330,ḛɪ̰,from creaky unrounded close-mid front to creaky unrounded near-close near-front diphthong,ḛɪ̰
BIPA_i_u0069u028C,iʌ,from unrounded close front to unrounded open-mid back diphthong,iʌ
BIPA_cwh_u0063u02B7u02B0,cʷʰ,labialized aspirated voiceless palatal stop consonant,cʷʰ
BIPA_eu_u0065u028Au032F,eʊ̯,from unrounded close-mid front to non-syllabic rounded near-close near-back diphthong,eʊ̯
UNK_jz_u025Fu0291,ɟʑ,,
BIPA_j_u025Fu0329u0330,ɟ̩̰,syllabic creaky voiced palatal stop consonant,ɟ̰̩
BIPA_kh_u006Bu01C2u02B0,kǂʰ,aspirated voiceless palatal click consonant,ǂʰ
BIPA_c_u0063u0320,c̠,retracted voiceless palatal stop consonant,c̠
BIPA_eu_u025Bu0075,ɛu,from unrounded open-mid front to rounded close back diphthong,ɛu
BIPA_ts_u0074u0073u032A,ts̪,voiceless dental sibilant affricate consonant,ts̪
BIPA_zr_u007Au027E,zɾ,with-trilled-release voiced alveolar sibilant fricative consonant,zʳ
BIPA_tsr_u0074u0320u0283u027E,t̠ʃɾ,with-trilled-release voiceless post-alveolar sibilant affricate consonant,tʃʳ
BIPA_dn_u0064u032Au006Eu032A,d̪n̪,with-nasal-release voiced dental stop consonant,d̪ⁿ
BIPA_nt_u006Eu032Au0074u032A,n̪t̪,pre-nasalized voiceless dental stop consonant,ⁿt̪
BIPA_vw_u0076u02B7,vʷ,labialized voiced labio-dental fricative consonant,vʷ
BIPA_yu_u0079u0075u032F,yu̯,from rounded close front to non-syllabic rounded close back diphthong,yu̯
BIPA_ts_u0288u0282u0347,ʈʂ͇,voiceless retroflex affricate consonant,ʈɻ̝̊
BIPA_y_u0265u0303,ɥ̃,nasalized voiced labio-palatal approximant consonant,ɥ̃
BIPA_ndj_u006Eu032Au0064u032Au02B2,n̪d̪ʲ,from voiced dental nasal to palatalized voiced dental stop cluster,n̪d̪ʲ
BIPA_th_u0074u0320u02B0,t̠ʰ,aspirated voiceless post-alveolar stop consonant,t̠ʰ
BIPA_hsh_u02B0u0073u02B0,ʰsʰ,pre-aspirated aspirated voiceless alveolar sibilant fricative consonant,ʰsʰ
BIPA_u_u016D,ŭ,ultra-short rounded close back vowel,ŭ
BIPA_f_u0066u0329,f̩,syllabic voiceless labio-dental fricative consonant,f̩
BIPA_u_u0169u0259,ũə,from nasalized rounded close back to unrounded mid central diphthong,ũə
BIPA_hts_u02B0u0074u0283u02D0,ʰtʃː,pre-aspirated long voiceless post-alveolar sibilant affricate consonant,ʰtʃː
BIPA_ie_u026Au0303u025Bu02D0,ɪ̃ɛː,from nasalized unrounded near-close near-front to long unrounded open-mid front diphthong,ɪ̃ɛː
BIPA_z_u0292u033A,ʒ̺,voiced apical post-alveolar sibilant fricative consonant,ʒ̺
BIPA_r_u027Du0329,ɽ̩,syllabic voiced retroflex tap consonant,ɽ̩
BIPA_nd_u0273u0256,ɳɖ,pre-nasalized voiced retroflex stop consonant,ⁿɖ
BIPA_ndz_u006Eu0064u0291,ndʑ,pre-nasalized voiced alveolo-palatal sibilant affricate consonant,ⁿdʑ
BIPA_ua_u0075u02D0u0061,uːa,from long rounded close back to unrounded open front diphthong,uːa
BIPA_ng_u006Eu0324u0261u0324,n̤ɡ̤,pre-nasalized breathy voiced velar stop consonant,ⁿgʱ
BIPA_z_u007Au033A,z̺,voiced apical alveolar sibilant fricative consonant,z̺
BIPA__u02E5u02E7,˥˧,falling from-high to-mid tone,⁵³
BIPA_nw_u0272u02B7,ɲʷ,labialized voiced palatal nasal consonant,ɲʷ
BIPA_n_u006Eu032Au02E4,n̪ˤ,pharyngealized voiced dental nasal consonant,n̪ˤ
BIPA_kx_u006Bu01C3u0078,kǃx,from voiceless alveolar click to voiceless velar fricative cluster,ǃx
BIPA_ae_u0251u0065,ɑe,from unrounded open back to unrounded close-mid front diphthong,ɑe
BIPA_wi_u026Fu0319u0069u032F,ɯ̙i̯,from retracted-tongue-root unrounded close back to non-syllabic unrounded close front diphthong,ɯ̙i̯
BIPA_u_u0075u0353,u͓,rounded close with-friction back vowel,ʮ
BIPA_psw_u0070u0073u02B7,psʷ,labialized with-sibilant-release voiceless bilabial stop consonant,pˢʷ
BIPA_au_u0061u028Au032F,aʊ̯,from unrounded open front to non-syllabic rounded near-close near-back diphthong,aʊ̯
UNK_uie_u0075u0069u0065,uie,,
BIPA_w_u0259u026Fu0303,əɯ̃,from unrounded mid central to nasalized unrounded close back diphthong,əɯ̃
BIPA_tj_u0074u032Au02BCu02B2,t̪ʼʲ,palatalized voiceless dental ejective stop consonant,t̪’ʲ
BIPA_eg_u025Bu02E0,ɛˠ,velarized unrounded open-mid front vowel,ɛˠ
BIPA_w_u02C0u028D,ˀʍ,pre-glottalized voiceless labio-velar approximant consonant,ˀʍ
BIPA_ntsh_u006Eu0320u0074u0320u0283u02B0,n̠t̠ʃʰ,pre-nasalized aspirated voiceless post-alveolar sibilant affricate consonant,ⁿtʃʰ
BIPA_n_u0272u0324,ɲ̤,breathy voiced palatal nasal consonant,ɲʱ
BIPA_s_u0073u0329,s̩,syllabic voiceless alveolar sibilant fricative consonant,s̩
BIPA_e_u025Bu0320,ɛ̠,retracted unrounded open-mid front vowel,ɛ̠
UNK_r_u002Au0052u032A,*R̪,,
BIPA_ndzj_u006Eu0064u007Au02B2,ndzʲ,pre-nasalized palatalized voiced alveolar sibilant affricate consonant,ⁿdzʲ
BIPA_oi_u0254u026A,ɔɪ,from rounded open-mid back to unrounded near-close near-front diphthong,ɔɪ
BIPA_e_u0065u0325,e̥,devoiced unrounded close-mid front vowel,e̥
BIPA_ei_u025Bu0069u02D0,ɛiː,from unrounded open-mid front to long unrounded close front diphthong,ɛiː
BIPA_lj_u006Cu0325u02B2u02D0,l̥ʲː,palatalized long devoiced voiced alveolar lateral approximant consonant,l̥ʲː
BIPA_au_u0251u0075u032F,ɑu̯,from unrounded open back to non-syllabic rounded close back diphthong,ɑu̯
BIPA_nj_u006Eu02B2u02D1,nʲˑ,palatalized mid-long voiced alveolar nasal consonant,nʲˑ
BIPA_aw_u0061u0330u026Fu0330,a̰ɯ̰,from creaky unrounded open front to creaky unrounded close back diphthong,a̰ɯ̰
BIPA_h_u0266u0324,ɦ̤,breathy voiced glottal fricative consonant,ɦʱ
BIPA_pw_u0070u02BCu02B7,pʼʷ,labialized voiceless bilabial ejective stop consonant,p’ʷ
BIPA_j_u029D,ʝ,voiced palatal fricative consonant,ʝ
BIPA_o_u0275u031Fu02D0,ɵ̟ː,long advanced rounded close-mid central vowel,ɵː̟
BIPA_i_u0069u02C0,iˀ,glottalized unrounded close front vowel,iˀ
BIPA_g_u0261u01C1,ɡǁ,voiced lateral click consonant,gǁ
BIPA_q_u0071u0330,q̰,creaky voiceless uvular stop consonant,q̰
BIPA_w_u026Fu031Eu0306,ɯ̞̆,ultra-short lowered unrounded close back vowel,ɯ̞̆
BIPA_r_u027Bu030A,ɻ̊,voiceless retroflex approximant consonant,ɻ̥
BIPA_q_u02C0u0071,ˀq,pre-glottalized voiceless uvular stop consonant,ˀq
BIPA_r_u0072u031D,r̝,raised voiced alveolar trill consonant,r̝
BIPA_d_u00F0u02BC,ðʼ,voiced dental ejective fricative consonant,ð’
BIPA_hr_u02B1u027Eu032A,ʱɾ̪,pre-breathy-aspirated voiced dental tap consonant,ʱɾ̪
UNK_wo_u0077u0254,wɔ,,
BIPA_zw_u0290u02B7,ʐʷ,labialized voiced retroflex sibilant fricative consonant,ʐʷ
BIPA_d_u0064u032Au0330,d̪̰,creaky voiced dental stop consonant,d̪̰
UNK_je_u006Au025B,jɛ,,
BIPA_br_u0062u027E,bɾ,with-trilled-release voiced bilabial stop consonant,bʳ
BIPA_lz_u026Eu0324,ɮ̤,breathy voiced alveolar lateral fricative consonant,ɮʱ
BIPA_o_u006Fu02E4,oˤ,pharyngealized rounded close-mid back vowel,oˤ
BIPA_i_u0129u0259,ĩə,from nasalized unrounded close front to unrounded mid central diphthong,ĩə
BIPA_ue_u0075u0065u031E,ue̞,from rounded close back to unrounded mid front diphthong,ue̞
BIPA_dr_u0256u0072u0320u0353,ɖr̠͓,voiced retroflex affricate consonant,ɖɻ̝
BIPA_dw_u0257u02B7,ɗʷ,labialized voiced dental implosive consonant,ɗʷ
UNK_nsw_u006Eu0283u02B7,nʃʷ,,
BIPA_a_u0251u031Fu02D1,ɑ̟ˑ,mid-long advanced unrounded open back vowel,ɑˑ̟
BIPA_gn_u0261u207F,ɡⁿ,with-nasal-release voiced velar stop consonant,gⁿ
BIPA_ts_u0288u0282u02D0,ʈʂː,long voiceless retroflex sibilant affricate consonant,ʈʂː
BIPA_y_u028F,ʏ,rounded near-close near-front vowel,ʏ
BIPA_ngr_u014Bu027E,ŋɾ,pre-nasalized voiced alveolar tap consonant,ⁿɾ
BIPA_t_u0288u0027,ʈ',voiceless retroflex ejective stop consonant,ʈ’
